"task_name","task_version","task_versionDate","task_form","task_ageCohort","task_language","site_id","subject_id","session_num","session_date","session_start","trial_start","initials","machine_id","response_device","nb1_total_trials","nb1_score","nb1_bias","nb1_corr","nb1_errors","nb1_mean","nb1_median","nb1_stdev","nb1sm_corr","nb1sm_errors","nb1sm_mean","nb1sm_median","nb1sm_stdev","nb1s1_corr","nb1s1_errors","nb1s1_mean","nb1s1_median","nb1s1_stdev","nb1s2_corr","nb1s2_errors","nb1s2_mean","nb1s2_median","nb1s2_stdev","nb1s3_corr","nb1s3_errors","nb1s3_mean","nb1s3_median","nb1s3_stdev","nb1s4_corr","nb1s4_errors","nb1s4_mean","nb1s4_median","nb1s4_stdev","nb1vhL_corr","nb1vhL_errors","nb1vhL_mean","nb1vhL_median","nb1vhL_stdev","nb1vhR_corr","nb1vhR_errors","nb1vhR_mean","nb1vhR_median","nb1vhR_stdev","nb2_total_trials","nb2_score","nb2_bias","nb2_corr","nb2_errors","nb2_mean","nb2_median","nb2_stdev","nb2sm_corr","nb2sm_errors","nb2sm_mean","nb2sm_median","nb2sm_stdev","nb2s1_corr","nb2s1_errors","nb2s1_mean","nb2s1_median","nb2s1_stdev","nb2s2_corr","nb2s2_errors","nb2s2_mean","nb2s2_median","nb2s2_stdev","nb2s3_corr","nb2s3_errors","nb2s3_mean","nb2s3_median","nb2s3_stdev","nb2s4_corr","nb2s4_errors","nb2s4_mean","nb2s4_median","nb2s4_stdev","nb2vhL_corr","nb2vhL_errors","nb2vhL_mean","nb2vhL_median","nb2vhL_stdev","nb2vhR_corr","nb2vhR_errors","nb2vhR_mean","nb2vhR_median","nb2vhR_stdev","nb2int_corr","nb2int_errors","nb2int_mean","nb2int_median","nb2int_stdev","nb2noint_corr","nb2noint_errors","nb2noint_mean","nb2noint_median","nb2noint_stdev"
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3923,1,"07/19/2019","12:55:42",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.7122,0.6824,0.1512,10,0,0.6433,0.6229,0.13,4,1,0.8028,0.8109,0.099,5,0,0.7571,0.6848,0.1928,5,0,0.6814,0.6707,0.0261,5,0,0.7632,0.7418,0.1774,11,0,0.6829,0.6707,0.114,11,0,0.7854,0.7204,0.1881,90,1.825,0.145,73,17,1.0876,1.0313,0.246,26,4,1.0691,1.0255,0.2214,12,3,1.0614,1.026,0.1653,11,4,1.2455,1.1995,0.3671,12,3,1.0658,1.0413,0.1669,12,3,1.0309,0.9842,0.2353,29,5,1.1362,1.0857,0.2681,25,9,1.0616,1.0284,0.2026,5,3,1.1432,1.0448,0.1992,68,14,1.0835,1.0302,0.2486
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3924,1,"07/25/2019","19:00:00",NA,"jw","IJR-235a","keyboard",30,2.658,0.362,27,3,0.834,0.7912,0.2098,10,0,0.7594,0.6756,0.211,2,3,1.124,1.124,0.1823,5,0,0.9043,0.8834,0.1781,5,0,0.8409,0.7912,0.1804,5,0,0.79,0.8,0.1391,11,0,0.7622,0.7456,0.1464,10,1,0.8239,0.8198,0.2016,90,0.885,0.064,60,30,1.0341,0.984,0.3919,21,9,0.9725,0.9721,0.301,7,8,1.0718,0.8887,0.4282,12,3,1.0287,1.0057,0.2868,10,5,1.1704,1.0256,0.6557,10,5,1.0074,1.0055,0.2143,23,11,1.1061,1.0541,0.2975,25,9,1.0016,0.8828,0.4966,3,5,1.0558,0.9517,0.2348,57,25,1.033,0.9878,0.3984
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3926,1,"09/11/2019","09:10:03",NA,"jw","IJR-235a","keyboard",30,2.064,0.065,26,4,0.7477,0.7138,0.1984,9,1,0.7333,0.7278,0.1308,3,2,0.8113,0.7405,0.2142,4,1,0.6179,0.6111,0.0654,5,0,0.8932,0.8462,0.3016,5,0,0.694,0.6886,0.108,10,1,0.7622,0.7134,0.1564,11,0,0.6852,0.6234,0.1429,90,0.708,0.062,57,33,1.0118,0.9192,0.4769,20,10,0.8528,0.7933,0.2627,5,10,0.9676,1.0161,0.1702,11,4,1.118,0.8263,0.7738,12,3,1.1525,1.035,0.5025,9,6,1.0723,1.0785,0.3183,20,14,1.0462,0.9139,0.6031,23,11,0.9697,0.8116,0.4395,2,6,0.9568,0.9568,0.1379,55,27,1.0138,0.9192,0.4847
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3927,1,"09/09/2019","14:30:41",NA,"jw","IJR-235a","keyboard",30,1.928,-0.216,26,4,0.7079,0.6588,0.1973,8,2,0.7334,0.6382,0.2526,4,1,0.6859,0.6631,0.0697,5,0,0.7373,0.6475,0.1908,4,1,0.6072,0.6317,0.0733,5,0,0.736,0.8198,0.2111,7,4,0.7569,0.6701,0.186,11,0,0.6957,0.6246,0.2197,90,1.845,-0.322,76,14,1.3467,1.1119,0.7054,22,8,1.0821,0.9899,0.4482,11,4,1.573,1.4439,0.8282,14,1,1.413,1.3074,0.6679,14,1,1.3584,0.914,0.8441,15,0,1.496,1.2241,0.6893,28,6,1.5586,1.4465,0.8098,29,5,1.246,1.0533,0.6772,7,1,1.215,1.0799,0.5436,69,13,1.36,1.1452,0.7184
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3928,1,"10/09/2019","10:27:39",NA,"jw","IJR-235a","keyboard",30,3.671,-0.145,30,0,0.663,0.6382,0.1701,10,0,0.6198,0.5613,0.2307,5,0,0.7636,0.7608,0.0813,5,0,0.6491,0.6501,0.0691,5,0,0.635,0.6559,0.0918,5,0,0.6908,0.6247,0.1784,11,0,0.7052,0.689,0.1374,11,0,0.622,0.5731,0.2206,90,1.401,0.7,58,32,0.882,0.8152,0.2646,28,2,0.7812,0.7006,0.24,6,9,1.106,1.0605,0.3338,6,9,0.9103,0.9084,0.1428,9,6,0.9632,0.8768,0.2564,9,6,0.9463,0.8661,0.2049,21,13,0.8006,0.7242,0.2651,25,9,0.9511,0.8974,0.2722,3,5,1.1184,1.1669,0.1894,55,27,0.8691,0.7994,0.262
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3929,1,"10/02/2019","09:56:09",NA,"jw","IJR-235a","keyboard",30,2.482,0.449,26,4,0.6503,0.5805,0.1887,10,0,0.5982,0.5601,0.1177,2,3,1.0792,1.0792,0.2135,5,0,0.6312,0.6743,0.0632,4,1,0.7526,0.7967,0.1801,5,0,0.5202,0.5104,0.0682,10,1,0.6552,0.6274,0.1494,10,1,0.632,0.5973,0.1318,90,2.223,0.1,78,12,1.0857,0.9613,0.6095,27,3,0.9137,0.7153,0.5645,11,4,1.1522,1.2167,0.4115,15,0,1.056,0.9764,0.43,15,0,1.3651,1.0293,0.8851,10,5,1.1026,0.9496,0.4414,30,4,0.9252,0.7931,0.4192,31,3,1.2979,1.0333,0.7655,7,1,0.9512,0.892,0.2144,71,11,1.099,0.9665,0.6337
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3930,1,"10/07/2019","17:26:40",NA,"jw","IJR-235a","keyboard",30,2.328,0.527,25,5,0.5472,0.5033,0.1554,10,0,0.5399,0.4959,0.1503,1,4,0.6874,NA,0,5,0,0.6204,0.5416,0.1812,4,1,0.4515,0.4414,0.0542,5,0,0.5373,0.5269,0.1538,9,2,0.5383,0.5043,0.0985,10,1,0.5255,0.4706,0.175,90,0.798,-0.07,60,30,0.88,0.8589,0.165,19,11,0.8493,0.8344,0.1382,7,8,0.8767,0.8547,0.1378,12,3,0.8682,0.9062,0.1467,13,2,0.882,0.8201,0.2101,9,6,0.9601,0.8971,0.1591,23,11,0.8551,0.8589,0.1395,21,13,0.8836,0.8363,0.1798,6,2,0.8888,0.8547,0.1665,54,28,0.879,0.8589,0.1648
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3932,1,"10/02/2019","17:33:07",NA,"jw","IJR-235a","keyboard",30,1.539,-0.022,24,6,0.6899,0.6516,0.2246,8,2,0.5921,0.5965,0.0831,3,2,1.1235,1.1513,0.2081,5,0,0.6937,0.7095,0.1713,4,1,0.6131,0.5291,0.1577,4,1,0.6324,0.6007,0.16,10,1,0.6707,0.6079,0.2,7,4,0.6565,0.5423,0.1918,90,1.362,0.019,68,22,1.1503,1.0471,0.5018,23,7,1.0462,0.9498,0.4072,11,4,1.0243,0.9656,0.3226,12,3,1.2049,0.9781,0.6368,10,5,1.0771,1.0239,0.2675,12,3,1.4716,1.2644,0.6344,27,7,1.0503,0.9807,0.4432,24,10,1.1703,1.0471,0.4553,8,0,1.1357,1.241,0.2438,60,22,1.1522,1.0159,0.5267
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3933,1,"10/25/2019","15:52:58",NA,"jw","IJR-235a","keyboard",30,1.653,-0.353,25,5,0.6959,0.687,0.1937,7,3,0.6287,0.5952,0.2057,4,1,0.7205,0.7042,0.0766,4,1,0.7674,0.7499,0.1725,5,0,0.6089,0.5675,0.1468,5,0,0.8002,0.687,0.221,10,1,0.6409,0.6694,0.1419,8,3,0.7712,0.723,0.2435,90,1.882,0.117,74,16,2.0313,1.5316,1.5294,26,4,1.4001,1.2003,0.5682,9,6,3.0455,2.2223,2.2267,13,2,1.7251,1.5883,0.8201,12,3,2.2438,1.6539,1.6087,14,1,2.6536,1.7117,1.9544,28,6,1.8937,1.5883,1.3416,27,7,1.9214,1.4573,1.3527,3,5,1.7067,1.5883,0.2774,71,11,2.045,1.5316,1.5588
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3934,1,"01/31/2020","16:15:43",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.6007,0.5432,0.166,10,0,0.6233,0.6351,0.1246,4,1,0.6139,0.5583,0.1305,5,0,0.7352,0.6152,0.2768,5,0,0.5095,0.503,0.0122,5,0,0.5016,0.4942,0.0297,11,0,0.573,0.581,0.0999,11,0,0.5471,0.5356,0.0672,90,2.385,-0.385,81,9,0.8297,0.7596,0.4118,24,6,0.686,0.622,0.2736,13,2,1.0269,0.8296,0.5888,14,1,1.0088,0.7713,0.6159,15,0,0.7198,0.7542,0.1228,15,0,0.8316,0.8601,0.1321,30,4,0.8414,0.7542,0.47,31,3,0.7846,0.739,0.2105,8,0,1.3707,0.8901,0.9521,73,9,0.7704,0.7569,0.2306
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3935,1,"11/01/2019","17:01:43",NA,"jw","IJR-235a","keyboard",30,1.197,-0.369,23,7,0.6131,0.5996,0.1105,6,4,0.609,0.6471,0.0934,3,2,0.6851,0.5996,0.1541,5,0,0.6448,0.5726,0.1433,5,0,0.5906,0.6046,0.0407,4,1,0.5536,0.5623,0.0477,9,2,0.5813,0.5726,0.0595,9,2,0.6512,0.6316,0.1047,90,1.341,-0.341,70,20,0.8518,0.828,0.1837,19,11,0.7991,0.7925,0.1571,13,2,0.9043,0.828,0.1953,13,2,0.8968,0.8704,0.241,13,2,0.8386,0.835,0.178,12,3,0.844,0.8308,0.0975,25,9,0.88,0.902,0.2154,28,6,0.8648,0.8161,0.1748,5,3,0.9964,0.919,0.1822,65,17,0.8407,0.8168,0.1791
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3936,1,"10/25/2019","13:58:22",NA,"jw","IJR-235a","keyboard",30,2.562,-0.184,28,2,0.6735,0.6546,0.1255,9,1,0.6286,0.6546,0.1115,5,0,0.7667,0.7158,0.1199,5,0,0.6188,0.631,0.0331,4,1,0.7536,0.6533,0.1811,5,0,0.6514,0.6324,0.0565,11,0,0.6769,0.6588,0.075,9,2,0.6247,0.6324,0.0593,90,1.068,-0.028,64,26,0.7034,0.6547,0.1866,21,9,0.6562,0.6545,0.1555,9,6,0.8073,0.76,0.2996,10,5,0.7175,0.6894,0.1065,12,3,0.707,0.64,0.1888,12,3,0.6929,0.6737,0.1364,24,10,0.7361,0.6769,0.2284,22,12,0.7063,0.7022,0.1529,4,4,0.6406,0.651,0.1003,60,22,0.7076,0.6547,0.1902
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3937,1,"12/19/2019","09:52:41",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.5743,0.5565,0.1237,10,0,0.525,0.5275,0.1076,4,1,0.7153,0.6771,0.1092,5,0,0.5622,0.5791,0.0734,5,0,0.5768,0.5592,0.0303,5,0,0.5698,0.5202,0.1698,11,0,0.5388,0.5577,0.0862,11,0,0.561,0.5429,0.1276,90,2.74,0.03,83,7,0.6151,0.6014,0.138,28,2,0.5984,0.582,0.1468,13,2,0.6587,0.6664,0.1177,13,2,0.6229,0.6405,0.1248,15,0,0.5654,0.5275,0.1218,14,1,0.654,0.6001,0.1414,33,1,0.6217,0.5987,0.1321,30,4,0.6001,0.5987,0.1292,8,0,0.5989,0.5761,0.1509,75,7,0.6168,0.6052,0.1364
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3938,1,"11/13/2019","14:07:43",NA,"jw","IJR-235a","keyboard",30,3.078,-0.442,29,1,0.6303,0.6,0.1712,9,1,0.6365,0.6,0.1937,5,0,0.6454,0.6473,0.1025,5,0,0.6658,0.6033,0.1864,5,0,0.6024,0.5338,0.2031,5,0,0.5963,0.5436,0.1113,11,0,0.6701,0.6774,0.2147,10,1,0.639,0.5945,0.1592,90,1.753,-0.069,74,16,1.5708,1.2795,0.7346,24,6,1.5205,1.3065,0.6222,11,4,1.4288,1.1941,0.567,14,1,1.3988,1.2063,0.522,11,4,1.643,1.3513,0.7495,14,1,1.8842,1.3916,1.0344,28,6,1.4552,1.2063,0.7143,29,5,1.6874,1.4701,0.702,4,4,1.3738,1.3846,0.143,70,12,1.5821,1.2609,0.753
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3939,1,"12/04/2019","16:53:55",NA,"jw","IJR-235a","keyboard",30,2.482,0.449,26,4,0.7352,0.6664,0.2251,10,0,0.7391,0.7848,0.2309,3,2,0.8866,1.0326,0.2281,4,1,0.6678,0.6325,0.1153,4,1,0.6824,0.5975,0.1827,5,0,0.7328,0.6874,0.2617,9,2,0.8449,0.8359,0.1766,10,1,0.664,0.5743,0.2103,90,0.623,0.105,55,35,1.0564,0.8675,0.6356,20,10,1.1034,0.8161,0.6782,8,7,0.949,0.8242,0.31,10,5,1.0648,0.9315,0.2958,8,7,1.3942,0.9006,1.0699,9,6,0.7375,0.6456,0.1677,16,18,0.9841,0.9411,0.2836,25,9,1.191,0.8742,0.8102,2,6,0.8894,0.8894,0.0371,53,29,1.0627,0.8675,0.6466
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3940,1,"11/19/2019","11:07:18",NA,"jw","IJR-235a","keyboard",30,2.729,-0.616,28,2,0.8089,0.7891,0.1397,8,2,0.7995,0.7795,0.1491,5,0,0.8321,0.8664,0.1465,5,0,0.8215,0.8082,0.0867,5,0,0.8472,0.7649,0.1672,5,0,0.7496,0.7557,0.1045,10,1,0.8484,0.848,0.1097,10,1,0.7914,0.7675,0.1346,90,1.882,0.117,74,16,1.0231,0.9228,0.3348,26,4,0.9128,0.8392,0.2616,8,7,1.1318,0.9996,0.3882,13,2,1.0906,0.9665,0.3364,15,0,1.1445,1.0352,0.3672,12,3,0.9649,0.8746,0.3004,27,7,0.9701,0.8959,0.2469,26,8,1.0971,0.9829,0.4005,7,1,0.9346,0.9573,0.1325,67,15,1.0324,0.9108,0.3479
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3941,1,"01/03/2020","10:15:51",NA,"jw","IJR-235a","keyboard",30,3.078,-0.442,29,1,0.4161,0.3913,0.0836,9,1,0.4196,0.3913,0.0931,5,0,0.4181,0.3988,0.0745,5,0,0.3871,0.3835,0.0508,5,0,0.4083,0.4141,0.0653,5,0,0.4444,0.3645,0.1041,11,0,0.423,0.3927,0.0841,11,0,0.417,0.3645,0.0947,90,2.147,-0.266,79,11,0.5554,0.5121,0.1638,24,6,0.6388,0.6435,0.2149,12,3,0.5157,0.4885,0.1066,14,1,0.5248,0.5045,0.1322,14,1,0.5357,0.5129,0.1395,15,0,0.5005,0.4838,0.0849,28,6,0.6149,0.5538,0.1972,29,5,0.5239,0.4838,0.1405,7,1,0.4808,0.5121,0.0582,72,10,0.5626,0.5141,0.1689
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3942,1,"01/06/2020","16:11:19",NA,"py","IJR-235a","keyboard",30,2.658,0.362,27,3,0.8505,0.7874,0.2059,10,0,0.7275,0.7162,0.0867,3,2,0.9948,0.8741,0.3178,5,0,0.8891,0.8393,0.1782,5,0,0.886,0.9389,0.173,4,1,0.9572,0.9786,0.2151,10,1,0.8343,0.7865,0.184,10,1,0.829,0.795,0.1589,90,2.04,-0.32,78,12,0.8283,0.7872,0.1799,23,7,0.8294,0.7957,0.2012,12,3,0.9237,0.8183,0.2177,15,0,0.8115,0.7956,0.1201,13,2,0.7435,0.7393,0.0656,15,0,0.8405,0.7951,0.1902,30,4,0.8494,0.7956,0.2141,28,6,0.8024,0.7778,0.1478,7,1,0.7951,0.7393,0.1791,71,11,0.8316,0.7953,0.1796
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3943,1,"02/01/2020","09:53:20",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.5367,0.4932,0.1265,10,0,0.4923,0.4519,0.1202,4,1,0.5858,0.5228,0.1385,5,0,0.5749,0.53,0.1212,5,0,0.5658,0.5888,0.1062,5,0,0.5189,0.4753,0.1187,11,0,0.5717,0.53,0.129,11,0,0.5476,0.5302,0.1351,90,2.506,-0.195,82,8,0.5742,0.5466,0.1423,26,4,0.5639,0.5493,0.1344,14,1,0.5798,0.5588,0.0944,14,1,0.5863,0.5831,0.0717,14,1,0.5996,0.5357,0.221,14,1,0.55,0.5051,0.1433,32,2,0.5939,0.5807,0.1336,30,4,0.5707,0.5387,0.1566,5,3,0.6352,0.606,0.1689,77,5,0.5702,0.5448,0.1394
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3944,1,"02/04/2020","10:01:39",NA,"py","IJR-235a","keyboard",30,2.658,0.362,27,3,0.5622,0.5428,0.1542,10,0,0.49,0.4279,0.1502,3,2,0.586,0.5112,0.1272,5,0,0.5519,0.5391,0.0562,4,1,0.5796,0.5822,0.0781,5,0,0.6887,0.6201,0.1961,9,2,0.575,0.6201,0.1288,10,1,0.5669,0.5035,0.1954,90,0.621,0.019,56,34,0.8504,0.8058,0.254,19,11,0.7741,0.7302,0.1521,11,4,0.8908,0.8402,0.3555,6,9,1.1442,1.0621,0.3733,11,4,0.8214,0.8307,0.1059,9,6,0.8021,0.8,0.1274,18,16,0.9761,0.8446,0.3712,23,11,0.804,0.8363,0.1495,2,6,0.9713,0.9713,0.1,54,28,0.846,0.7933,0.2568
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3945,1,"02/27/2020","12:15:44",NA,"jw","IJR-235a","keyboard",30,2.482,0.449,26,4,0.7781,0.7397,0.1508,10,0,0.7002,0.707,0.0673,2,3,1.0361,1.0361,0.0675,4,1,0.842,0.8008,0.238,5,0,0.8472,0.8363,0.0861,5,0,0.7107,0.7294,0.0567,10,1,0.7837,0.7397,0.1395,11,0,0.7589,0.7259,0.1477,90,-0.209,-0.311,45,45,0.807,0.6984,0.529,10,20,1.0487,0.9429,0.5985,7,8,0.8699,0.8756,0.4011,9,6,0.8553,0.6984,0.5834,10,5,0.6887,0.5963,0.4252,9,6,0.5726,0.4124,0.4403,17,17,0.7728,0.6984,0.4959,15,19,0.8398,0.6323,0.5401,6,2,0.8213,0.6993,0.4858,39,43,0.8048,0.6984,0.5353
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3946,1,"02/18/2020","16:14:23",NA,"py","IJR-235a","keyboard",30,2.87,0.255,28,2,0.7835,0.7705,0.1625,10,0,0.7042,0.6537,0.157,3,2,1.0109,0.9584,0.1242,5,0,0.9134,0.9622,0.0745,5,0,0.784,0.7791,0.0277,5,0,0.675,0.7166,0.104,10,1,0.7937,0.7661,0.1488,11,0,0.7751,0.7678,0.1953,90,2.003,0.056,76,14,0.837,0.8094,0.1221,26,4,0.763,0.7676,0.0976,11,4,0.9258,0.9398,0.0946,11,4,0.8816,0.8558,0.1163,14,1,0.8236,0.7933,0.0968,14,1,0.8827,0.8591,0.1265,27,7,0.827,0.8075,0.133,30,4,0.8272,0.7965,0.115,5,3,0.9583,0.9337,0.1059,71,11,0.8284,0.8065,0.1186
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3947,1,"02/27/2020","09:27:54",NA,"py","IJR-235a","keyboard",30,2.277,-0.041,27,3,0.5543,0.5447,0.1637,9,1,0.4761,0.4421,0.076,3,2,0.6827,0.6062,0.1167,5,0,0.6559,0.5512,0.2805,5,0,0.5241,0.5497,0.0881,5,0,0.5466,0.5563,0.0872,11,0,0.5811,0.5124,0.2076,11,0,0.5131,0.5397,0.1032,90,1.314,-0.057,68,22,0.973,0.8566,0.6379,22,8,0.7986,0.7719,0.2017,10,5,1.1486,0.8829,0.5926,13,2,0.9257,0.9272,0.151,11,4,0.848,0.847,0.1434,12,3,1.3119,0.8566,1.2969,23,11,0.9517,0.8761,0.4266,27,7,1.0452,0.8527,0.9058,4,4,0.9145,0.9179,0.1438,64,18,0.9766,0.8512,0.6564
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3948,1,"08/04/2020","16:11:06",NA,"JW","IJR-235a","keyboard",30,2.188,0.597,24,6,0.8514,0.8418,0.1825,10,0,0.8686,0.8762,0.2406,2,3,1.0059,1.0059,0.0902,3,2,0.8401,0.7958,0.1091,5,0,0.7783,0.7681,0.1153,4,1,0.831,0.8208,0.0753,10,1,0.9294,0.904,0.1916,9,2,0.7511,0.7681,0.1483,90,0.865,0.267,57,33,0.9558,0.9191,0.2438,23,7,0.8054,0.8311,0.1857,6,9,1.0805,1.0371,0.1797,8,7,1.1522,1.1573,0.1853,11,4,1.0115,0.9168,0.2553,9,6,1.0141,1.0167,0.2168,23,11,0.9935,0.9846,0.1885,20,14,0.9171,0.8522,0.2856,2,6,1.2108,1.2108,0.082,55,27,0.9465,0.9168,0.2427
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3950,1,"07/24/2020","13:32:47",NA,"JW","IJR-235a","keyboard",30,2.658,0.362,27,3,0.5143,0.4899,0.0968,10,0,0.5013,0.5162,0.0737,2,3,0.6037,0.6037,0.1538,5,0,0.5552,0.5386,0.1289,5,0,0.4971,0.4899,0.054,5,0,0.481,0.4722,0.0638,11,0,0.5143,0.4763,0.1017,10,1,0.4645,0.4636,0.0573,90,3.238,0.042,86,4,0.6774,0.654,0.1788,29,1,0.6532,0.6627,0.177,14,1,0.7007,0.6414,0.1759,14,1,0.6803,0.6553,0.1183,14,1,0.6369,0.6156,0.121,15,0,0.7377,0.7478,0.2455,33,1,0.6803,0.6569,0.1688,31,3,0.6569,0.626,0.149,8,0,0.7025,0.6842,0.1643,78,4,0.6749,0.636,0.18
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3951,1,"07/20/2020","15:04:06",NA,"JW","IJR-235a","keyboard",30,2.87,0.255,28,2,0.6677,0.6215,0.2241,10,0,0.6229,0.6094,0.1493,3,2,0.644,0.6561,0.0485,5,0,0.7797,0.6864,0.2524,5,0,0.594,0.5801,0.0641,5,0,0.7331,0.5448,0.3753,11,0,0.7374,0.6965,0.2676,11,0,0.5703,0.5942,0.0939,90,2.372,0.025,80,10,1.1643,1.1059,0.3924,27,3,1.007,0.9781,0.2787,8,7,1.1339,1.1371,0.2559,15,0,1.3078,1.1969,0.388,15,0,1.082,0.9628,0.3115,15,0,1.4023,1.1998,0.5195,31,3,1.1376,1.1615,0.2749,29,5,1.1762,0.9903,0.5122,7,1,1.454,1.4094,0.4418,73,9,1.1365,1.09,0.3758
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3954,1,"08/13/2020","10:52:55",NA,"jw","IJR-235a","keyboard",30,2.658,0.362,27,3,0.7134,0.6619,0.1256,10,0,0.6438,0.6267,0.0666,2,3,0.8731,0.8731,0.1404,5,0,0.7474,0.7725,0.0782,5,0,0.767,0.7252,0.1508,5,0,0.7009,0.6742,0.1247,10,1,0.7278,0.6764,0.1189,10,1,0.6928,0.6673,0.0908,90,1.86,-0.23,76,14,1.4873,1.1237,0.9769,23,7,1.0503,0.8758,0.5908,11,4,1.5431,1.0722,0.9105,13,2,2.0607,1.6321,1.3263,14,1,1.3542,1.0584,0.7473,15,0,1.7436,1.4157,0.992,31,3,1.5031,1.1497,0.9793,24,10,1.4772,1.0941,0.9916,6,2,1.2779,1.2015,0.4234,70,12,1.5052,1.0928,1.0083
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3955,1,"07/21/2020","11:46:32",NA,"jw","IJR-235a","keyboard",30,1.715,-0.11,25,5,0.6717,0.6281,0.1653,8,2,0.68,0.614,0.199,4,1,0.8277,0.9083,0.1757,5,0,0.6169,0.6448,0.065,3,2,0.6001,0.6825,0.1173,5,0,0.6314,0.5741,0.0934,9,2,0.7234,0.6825,0.1808,9,2,0.6558,0.6251,0.1606,90,2.17,-0.16,79,11,0.6736,0.6408,0.1677,25,5,0.6116,0.6227,0.1209,14,1,0.765,0.7018,0.1846,13,2,0.6051,0.6262,0.1149,13,2,0.7027,0.6615,0.1707,14,1,0.7294,0.6705,0.1888,29,5,0.7174,0.6597,0.2019,30,4,0.6398,0.6404,0.1172,3,5,0.8106,0.7588,0.1513,76,6,0.6682,0.6403,0.166
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3956,1,"07/24/2020","10:58:35",NA,"jw","IJR-235a","keyboard",30,2.277,-0.041,27,3,0.6543,0.6589,0.1724,9,1,0.6594,0.5911,0.2105,3,2,0.7674,0.7119,0.1179,5,0,0.6024,0.6736,0.1217,5,0,0.6242,0.6401,0.1448,5,0,0.6594,0.5641,0.159,10,1,0.681,0.6925,0.1117,10,1,0.5887,0.5515,0.1953,90,1.65,0.576,64,26,0.7137,0.7054,0.1441,28,2,0.6543,0.6512,0.1453,3,12,0.7149,0.7583,0.101,10,5,0.775,0.7625,0.0742,11,4,0.8014,0.784,0.1407,12,3,0.7206,0.6753,0.1331,22,12,0.7138,0.7016,0.1191,27,7,0.7155,0.7483,0.1532,2,6,0.9437,0.9437,0.0073,62,20,0.7063,0.7016,0.1403
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3957,1,"08/20/2020","13:01:43",NA,"jw","IJR-235a","keyboard",30,1.734,0.23,24,6,0.8952,0.8393,0.2373,9,1,0.8613,0.7721,0.2192,2,3,1.0321,1.0321,0.1511,5,0,0.918,0.8629,0.1524,3,2,0.9943,1.077,0.247,5,0,0.8193,0.642,0.3051,9,2,0.98,0.9822,0.285,10,1,0.8066,0.7695,0.1703,90,1.414,-0.007,69,21,2.1298,1.6459,1.3506,23,7,1.7775,1.2284,1.2394,8,7,2.4096,2.7501,0.9834,12,3,2.2539,1.9398,0.9922,14,1,2.9705,2.5114,1.8791,12,3,1.5135,1.2495,0.5344,25,9,2.2659,1.8092,1.3019,27,7,2.1713,1.6589,1.5199,7,1,2.1757,2.5159,0.9542,62,20,2.1246,1.6193,1.3882
